index,Airline,Airline ID,Source airport,Source airport ID,Destination airport,Destination airport ID,Codeshare,Stops,Equipment
6710,10062,Kee Field,Pineville,United States,\N,KI16,37.600399017333984,-81.5593032836914,1783,-5,A,\N,airport,OurAirports
6711,10069,Kramatorsk Airport,Kramatorsk,Ukraine,KRQ,UKCK,48.70560073852539,37.62889862060547,646,2,E,\N,airport,OurAirports
6712,10080,Kautokeino Air Base,Kautokeino,Norway,QKX,ENKA,69.04029846191406,23.03400039672852,1165,1,U,\N,airport,OurAirports
6713,10089,Lille/Marcq-en-Baroeul Airport,Marcq En Baroeul,France,\N,LFQO,50.68719863891602,3.0755600929260254,69,1,E,\N,airport,OurAirports
6714,10096,Kawass Airport,Kamsar,Guinea,\N,GUKR,10.651000022888,-14.533599853516,36,1,E,\N,airport,OurAirports
6715,10102,Stinson Municipal Airport,Stinson,United States,SSF,KSSF,29.336999893188,-98.471099853516,577,-5,A,\N,airport,OurAirports
6716,10103,Sallisaw Municipal Airport,Sallisaw,United States,\N,KJSV,35.4382019,-94.80280304,527,-5,A,\N,airport,OurAirports
6717,10104,Jasper County Airport-Bell Field,Jasper,United States,JAS,KJAS,30.88570023,-94.03489685,213,-5,A,\N,airport,OurAirports
6718,10105,El Dorado Springs Memorial Airport,El dorado springs,United States,\N,K87K,37.8567008972168,-93.99909973144533,931,-5,A,\N,airport,OurAirports
6719,10106,Marfa Municipal Airport,Marfa,United States,MRF,KMRF,30.371099,-104.017997,4849,-5,A,\N,airport,OurAirports
6720,10107,Alpine Casparis Municipal Airport,Alpine,United States,ALE,KE38,30.3841991425,-103.683998108,4515,-5,A,\N,airport,OurAirports
6721,10110,Bubaque Airport,Bubaque,Guinea-Bissau,BQE,GGBU,11.297355651855469,-15.838079452514648,0,0,N,\N,airport,OurAirports
6722,10114,Chichen Itza International Airport,Chichen Itza,Mexico,CZA,MMCT,20.6413002014,-88.4461975098,102,-6,S,America/Mexico_City,airport,OurAirports
6723,10116,Bunbury Airport,Bunbury,Australia,BUY,YBUN,-33.37829971313477,115.677001953125,53,8,U,\N,airport,OurAirports
6724,10117,Cable Airport,Upland,United States,CCB,KCCB,34.1115989685,-117.68800354,1444,-8,A,\N,airport,OurAirports
6725,10121,Mount Sterling Montgomery County Airport,Mount Sterling,United States,\N,KIOB,38.05810165,-83.979599,1019,-5,A,\N,airport,OurAirports
6726,10122,Elkhart Municipal Airport,Elkhart,United States,EKI,KEKM,41.7193984985,-86.00319671630001,778,-5,A,\N,airport,OurAirports
6727,10123,Nappanee Municipal Airport,Nappanee ,United States,\N,KC03,41.44620132446289,-85.93479919433594,860,-5,A,\N,airport,OurAirports
6728,10128,Jim Hamilton L.B. Owens Airport,Columbia,United States,CUB,KCUB,33.970500946,-80.9952011108,193,-4,A,\N,airport,OurAirports
6729,10129,Grove Municipal Airport,Grove,United States,\N,KGMJ,36.60680008,-94.73860168,831,-5,A,\N,airport,OurAirports
6730,10130,Mc Pherson Airport,Mc Pherson,United States,\N,KMPR,38.35240173,-97.69129944,1498,-5,A,\N,airport,OurAirports
6731,10131,Donaldson Field Airport,Greenville,United States,GDC,KGYH,34.758301,-82.37640400000001,955,-4,A,\N,airport,OurAirports
6732,10132,Perry Houston County Airport,Perry,United States,\N,KPXE,32.51060104370117,-83.76730346679688,418,-4,A,\N,airport,OurAirports
6733,10133,Hartsville Regional Airport,Hartsville,United States,HVS,KHVS,34.403099060100004,-80.11920166019999,364,-5,A,\N,airport,OurAirports
6734,10134,Horace Williams Airport,Chapel Hill,United States,\N,KIGX,35.935001,-79.06590200000001,512,-5,A,\N,airport,OurAirports
6735,10135,San Cristobal de las Casas Airport,San Cristobal de las Casas,Mexico,SZT,MMSC,16.690299987793,-92.530097961426,7707,-6,N,America/Mexico_City,airport,OurAirports
6736,10137,Dunnville Airport,Dunnville,Canada,DU9,CDU9,42.8722000122,-79.5958023071,600,-5,A,\N,airport,OurAirports
6737,10138,Brunswick County Airport,Oak Island,United States,\N,KSUT,33.9292984,-78.07499695,24,-5,A,\N,airport,OurAirports
6738,10139,Chesterfield County Airport,Richmond,United States,\N,KFCI,37.40650177,-77.52500153,236,-4,A,\N,airport,OurAirports
6739,10140,Atherton Airport,Atherton,Australia,\N,YATN,-17.2616996765,145.51499939,2450,10,O,\N,airport,OurAirports
6740,10141,Bagdarin Airport,Bagdarin,Russia,\N,UIUB,54.36920166015625,113.47899627685548,3084,8,N,Asia/Irkutsk,airport,OurAirports
6741,10142,Scarlett Martinez International Airport,Rio Hato,Panama,RIH,MPRH,8.375880241394,-80.127899169922,105,-5,U,\N,airport,OurAirports
6742,10144,Henderson Oxford Airport,Oxford,United States,\N,KHNZ,36.36159897,-78.52919769,526,-5,A,\N,airport,OurAirports
6743,10145,Leesburg International Airport,Leesburg,United States,LEE,KLEE,28.82309914,-81.80870056,76,-5,A,\N,airport,OurAirports
6744,10148,Semyazino Airport,Vladimir,Russia,\N,UUBL,56.12670135498047,40.31499862670898,554,3,N,Europe/Moscow,airport,OurAirports
6745,10149,Witberg Tswalu Airport,Dedeben,South Africa,\N,FATW,-27.20499992370605,22.48189926147461,3921,2,N,\N,airport,OurAirports
6746,10151,Mana Pools Airport,Mana Pools,Zimbabwe,\N,FVMN,-15.768735,29.385617,1300,2,N,\N,airport,OurAirports
6747,10154,Pouso Alegre Airport,Pouso Alegre,Brazil,PPY,SNZA,-22.28919982910156,-45.91910171508789,2904,-3,S,\N,airport,OurAirports
6748,10155,Brigadeiro Cabral Airport,Divinopolis,Brazil,DIQ,SNDV,-20.180700302124,-44.870899200439,2608,-3,S,\N,airport,OurAirports
6749,10156,Yeysk Airport,Eysk,Russia,EIK,URKE,46.68,38.21,60,3,N,Europe/Moscow,airport,OurAirports
6750,10157,Berdyansk Airport,Berdyansk,Ukraine,ERD,UKDB,46.81499862670898,36.75809860229492,171,2,E,\N,airport,OurAirports
6751,10158,Blimbingsari Airport,Banyuwangi,Indonesia,BWX,WARB,-8.31015,114.3401,112,7,N,\N,airport,OurAirports
6752,10160,Erenhot Saiwusu International Airport,Erenhot,China,ERL,ZBER,43.4225,112.096667,3301,8,N,\N,airport,OurAirports
6753,10161,Shobdon Aerodrome,Shobdon,United Kingdom,\N,EGBS,52.2416992188,-2.88110995293,318,0,E,\N,airport,OurAirports
6754,10162,Chino Airport,Chino,United States,CNO,KCNO,33.97470093,-117.637001,650,-8,A,\N,airport,OurAirports
6755,10163,Kamigoto Airport,Shin-kamigoto,Japan,\N,RJDK,33.0130996704,129.192001343,263,9,N,\N,airport,OurAirports
6756,10164,Ojika Airport,Odika,Japan,\N,RJDO,33.1907997131,129.089996338,30,9,N,\N,airport,OurAirports
6757,10165,Chofu Airport,Tokyo,Japan,\N,RJTF,35.67169952392578,139.52799987792972,141,9,N,\N,airport,OurAirports
6758,10166,Hateruma Airport,Taketomi,Japan,HTR,RORH,24.0589008331,123.805999756,43,9,N,\N,airport,OurAirports
6759,10169,Madison County Airport,London,United States,\N,KUYF,39.93270111,-83.46199799,1082,-5,A,\N,airport,OurAirports
6760,10171,Las Brujas Airport,Cayo Santa Maria,Cuba,BWW,MUBR,22.6212997437,-79.1472015381,13,-5,A,\N,airport,OurAirports
6761,10173,Digby (General Hospital) Heliport,Tremblay-en-France,France,\N,CDG2,44.6161003112793,-65.76190185546875,105,1,E,\N,airport,OurAirports
6762,10178,Thun Airport,Thun,Switzerland,\N,LSZW,46.756401062,7.60056018829,1837,1,E,\N,airport,OurAirports
6763,10184,Lavrentiya Airport,Lavrentiya,Russia,\N,UHML,65.58000183105469,-170.99667358398438,30,12,N,Asia/Anadyr,airport,OurAirports
6764,10185,Paso Robles Municipal Airport,Paso Robles,United States,PRB,KPRB,35.67290115,-120.6269989,840,-8,A,\N,airport,OurAirports
6765,10186,N 104 Helipad,Ulleung,South Korea,\N,RKDU,37.4791666667,130.895555556,476,9,N,\N,airport,OurAirports
6766,10209,Beijing Daxing International Airport,Beijing,China,PKX,ZBAD,39.509945,116.41092,98,8,U,\N,airport,OurAirports
6767,10295,Kymi Airport,Kotka,Finland,\N,EFKY,60.5713996887207,26.89609909057617,223,2,E,\N,airport,OurAirports
6768,10360,Half Moon Bay Airport,Half Moon Bay,United States,HAF,KHAF,37.5134010315,-122.500999451,66,-8,A,\N,airport,OurAirports
6769,10363,Hechi Jinchengjiang Airport,Hechi,China,HCJ,ZGHC,24.805,107.6997,2221,8,U,\N,airport,OurAirports
6770,10370,Kadina Airport,Kadina,Australia,\N,YKDI,-33.976699829101555,137.66000366210938,42,9.5,O,\N,airport,OurAirports
6771,10371,General WM J Fox Airfield,Lancaster,United States,WJF,KWJF,34.74110031,-118.2190018,2351,-8,A,\N,airport,OurAirports
6772,10378,Coondewanna Airport,Coondewanna,Australia,CJF,YCWA,-22.966699600220004,118.81300354004,2300,8,N,\N,airport,OurAirports
6773,10544,Guarapari Airport,Guarapari,Brazil,GUZ,SNGA,-20.646499633800005,-40.49190139770001,28,-3,S,\N,airport,OurAirports
6774,10545,Ubatuba Airport,Ubatuba,Brazil,UBT,SDUB,-23.44109916687012,-45.07559967041016,13,-3,S,\N,airport,OurAirports
6775,10611,Ali Air Base,Nasiriyah,Iraq,\N,ORTL,30.935800552368164,46.0900993347168,20,3,U,\N,airport,OurAirports
6776,10617,Ota Air Base,Ota,Portugal,\N,LPOT,39.087502,-8.96278,140,1,E,\N,airport,OurAirports
6777,10618,Borroloola Airport,Borroloola,Australia,BOX,YBRL,-16.075300216674805,136.302001953125,55,9.5,O,\N,airport,OurAirports
6778,10723,Elsenthal Grafe Airport,Elsenthal,Germany,\N,EDNF,48.822498,13.3675,1417,1,E,\N,airport,OurAirports
6779,10744,Newtownards Airport,Newtownards,United Kingdom,\N,EGAD,54.5811004639,-5.691939830780001,9,0,E,\N,airport,OurAirports
6780,10745,Lashenden (Headcorn) Airfield,Headcorn,United Kingdom,\N,EGKH,51.156898,0.641667,72,0,E,\N,airport,OurAirports
6781,10746,Panshanger Aerodrome,Panshanger,United Kingdom,\N,EGLG,51.80250167849999,-0.158056005836,249,0,E,\N,airport,OurAirports
6782,10747,Thurrock Airfield,Thurrock,United Kingdom,\N,EGMT,51.537505,0.367634,20,0,E,\N,airport,OurAirports
6783,10748,Stapleford Aerodrome,Stapleford,United Kingdom,\N,EGSG,51.65250015260001,0.155833005905,183,0,E,\N,airport,OurAirports
6784,10750,HAL Airport,Bangalore,India,\N,VOBG,12.9499998093,77.6681976318,2912,5.5,N,\N,airport,OurAirports
6785,10751,Chichester/Goodwood Airport,Goodwood,United Kingdom,QUG,EGHR,50.85940170288086,-0.7591670155525208,98,0,E,\N,airport,OurAirports
6786,10752,Omarama Glider Airport,Omarama,New Zealand,\N,NZOA,-44.48669815063477,169.98599243164062,1381,12,Z,\N,airport,OurAirports
6787,10753,Haast Aerodrome,Haast,New Zealand,\N,NZHT,-43.86529922485352,169.04100036621094,13,12,Z,\N,airport,OurAirports
6788,10776,Meschede-SchÃ¼ren Airport,Meschede,Germany,\N,EDKM,51.30277633666992,8.239167213439941,1434,1,E,\N,airport,OurAirports
6789,10792,Jumandy Airport,Tena,Ecuador,TNW,SEJD,-1.0597219999999998,-77.583333,1234,-5,S,\N,airport,OurAirports
6790,10794,Morro da Urca Heliport,Rio de Janeiro,Brazil,\N,SDHU,-22.95166778564453,-43.16583251953125,692,-3,S,\N,airport,OurAirports
6791,10800,Dongji Aiport,Fuyuan,China,FYJ,ZYFY,48.199494,134.366447,0,8,N,\N,airport,OurAirports
6792,10802,SkÃºvoy Heliport,Skuvoy,Faroe Islands,\N,EKSY,61.76959991455078,-6.803410053253174,70,1,E,\N,airport,OurAirports
6793,10803,StÃ³ra DÃ­mun Heliport,Stora Dimun,Faroe Islands,\N,EKSR,61.68529891967773,-6.758500099182129,305,1,E,\N,airport,OurAirports
6794,10804,Frooba Heliport,Frooba,Faroe Islands,\N,EKFA,61.543701171875,-6.7744197845458975,77,1,E,\N,airport,OurAirports
6795,10831,Person County Airport,Roxboro,United States,\N,KTDF,36.28490067,-78.98419952,609,-5,A,\N,airport,OurAirports
6796,10934,Zulu Inyala Airport,Phinda,South Africa,PZL,FADQ,-27.84939956665039,32.30970001220703,160,2,U,\N,airport,OurAirports
6797,10937,Liupanshui Yuezhao Airport,Liupanshui,China,LPF,ZUPS,26.609417,104.979,0,8,N,\N,airport,OurAirports
6798,10938,Kaili Airport,Kaili,China,KJH,ZUKJ,26.972,107.988,3115,8,N,\N,airport,OurAirports
6799,10939,Shennongjia Hongping Airport,Shennongjia,China,HPG,ZHSN,31.626,110.34,8365,8,N,\N,airport,OurAirports
6800,10940,Zhangjiakou Ningyuan Airport,Zhangjiakou,China,ZQZ,ZBZJ,40.7386016846,114.930000305,2347,8,N,\N,airport,OurAirports
6801,10941,Arxan Yi'ershi Airport,Arxan,China,YIE,ZBES,47.3106,119.9117,2925,8,N,\N,airport,OurAirports
6802,10942,Hengyang Nanyue Airport,Hengyang,China,HNY,ZGHY,26.9053,112.627998,0,8,N,\N,airport,OurAirports
6803,10943,Hongyuan Airport,Ngawa,China,AHJ,ZUHY,32.53154,102.35224,11600,8,N,\N,airport,OurAirports
6804,10949,Wonsan Kalma International Airport,Wonsan,North Korea,WOS,ZKWS,39.166801,127.486,7,8.5,N,\N,airport,OurAirports
6805,10951,Mestia Queen Tamar Airport,Mestia,Georgia,\N,UGMS,43.053597,42.749012,4778,5,N,\N,airport,OurAirports
6806,10952,Magas Airport,Magas,Russia,IGT,URMS,43.3222999573,45.0125999451,1165,3,N,Europe/Moscow,airport,OurAirports
6807,11004,Talladega Municipal Airport,Talladega,United States,ASN,KASN,33.569900512699995,-86.05090332030001,529,-5,A,\N,airport,OurAirports
6808,11005,Greenville Downtown Airport,Greenville,United States,GMU,KGMU,34.8479003906,-82.34999847410002,1048,-4,A,\N,airport,OurAirports
6809,11008,Mankato Regional Airport,Mankato,United States,\N,KMKT,44.22159958,-93.91870117,1021,-6,A,\N,airport,OurAirports
6810,11009,Captain Auguste George Airport,Anegada,British Virgin Islands,NGD,TUPA,18.72719955444336,-64.32969665527344,9,-4,U,\N,airport,OurAirports
6811,11010,Troy Municipal Airport at N Kenneth Campbell Field,Troy,United States,TOI,KTOI,31.860399,-86.012101,398,-5,A,\N,airport,OurAirports
6812,11011,Merkel Field Sylacauga Municipal Airport,Sylacauga,United States,\N,KSCD,33.171798706054695,-86.30549621582031,569,-5,A,\N,airport,OurAirports
6813,11012,Enterprise Municipal Airport,Enterprise,United States,ETS,KEDN,31.29969978,-85.89990234,361,-5,A,\N,airport,OurAirports
6814,11017,Ryan Field,Tucson,United States,\N,KRYN,32.142200469970696,-111.1750030517578,2417,-7,A,\N,airport,OurAirports
6815,11018,Efogi Airport,Efogi,Papua New Guinea,EFG,AYEF,-9.153805555560002,147.659805556,3900,10,N,\N,airport,OurAirports
6816,11019,Kagi Airport,Kagi,Papua New Guinea,KGW,AYKQ,-9.13591666667,147.669444444,4200,10,N,\N,airport,OurAirports
6817,11020,Nadunumu Airport,Nadunumu,Papua New Guinea,NDN,AYNC,-9.14355555556,147.68425,5100,10,N,\N,airport,OurAirports
6818,11021,Bodinumu Airport,Bodinumu,Papua New Guinea,BNM,AYBD,-9.10777777778,147.666722222,3700,10,N,\N,airport,OurAirports
6819,11022,Thomas C Russell Field,Alexander City,United States,ALX,KALX,32.914699554399995,-85.96299743649999,686,-5,A,\N,airport,OurAirports
6820,11030,Port Keats Airport,Wadeye,Australia,PKT,YPKT,-14.25,129.52900695800778,91,9.5,O,\N,airport,OurAirports
6821,11031,Garden Point Airport,Pirlangimpi,Australia,GPN,YGPT,-11.40250015258789,130.4219970703125,90,9.5,O,\N,airport,OurAirports
6822,11032,Stade Airport,Stade,Germany,\N,EDHS,53.56111145019531,9.499167442321776,62,1,E,\N,airport,OurAirports
6823,11035,Meriden Markham Municipal Airport,Meriden,United States,\N,KMMK,41.50870132446289,-72.82949829101562,103,-5,A,\N,airport,OurAirports
6824,11038,Flinders Island Airport,Elliston,Australia,\N,YFLS,-33.730989,134.501,0,9.5,O,\N,airport,OurAirports
6825,11048,Luzern-Beromunster Airport,Lucerne,Switzerland,\N,LSZO,47.18999862670898,8.204719543457031,2146,1,E,\N,airport,OurAirports
6826,11049,La Grand'combe Airport,La Grand'Combe,France,\N,LFTN,44.24440002441406,4.012219905853272,1647,1,E,\N,airport,OurAirports
6827,11051,Hamad International Airport,Doha,Qatar,DOH,OTHH,25.273056,51.608056,13,3,N,\N,airport,OurAirports
6828,11053,Fort Mackay / Horizon Airport,Wood Buffalo,Canada,HZP,CYNR,57.3816986084,-111.700996399,916,-7,A,\N,airport,OurAirports
6829,11054,Canmore Municipal Heliport,Canmore,Canada,\N,CEW9,51.0778007507,-115.337997437,4296,-7,A,\N,airport,OurAirports
6830,11055,Krasnokamensk Airport,Krasnokamensk,Russia,\N,UIAE,50.03310775756836,118.06114196777344,2139,9,N,\N,airport,OurAirports
6831,11067,Ridgely Airpark,Ridgely,United States,\N,KRJD,38.97010040283203,-75.86630249023438,64,-5,A,\N,airport,OurAirports
6832,11068,New Castle Henry Co. Municipal Airport,New Castle,United States,\N,KUWL,39.87590027,-85.32649994,1088,-4,A,\N,airport,OurAirports
6833,11069,Scott City Municipal Airport,Scott City,United States,\N,KTQK,38.47430038452149,-100.88500213623048,2963,-5,A,\N,airport,OurAirports
6834,11070,Brewster Field,Holdredge,United States,HDE,KHDE,40.452099,-99.336502,2313,-5,A,\N,airport,OurAirports
6835,11071,Pratt Regional Airport,Pratt,United States,PTT,KPTT,37.70159912,-98.74690247,1953,-5,A,\N,airport,OurAirports
6836,11072,Yubileyniy Airfield,Baikonur,Kazakhstan,\N,UAON,46.05500030517578,63.25,328,6,U,\N,airport,OurAirports
6837,11073,Wahoo Municipal Airport,Wahoo,United States,\N,KAHQ,41.241298675500005,-96.59400177,1224,-5,A,\N,airport,OurAirports
6838,11074,Jim Kelly Field,Lexington,United States,LXN,KLXN,40.7910003662,-99.7772979736,2413,-5,A,\N,airport,OurAirports
6839,11075,Sublette Municipal Airport,Sublette,United States,\N,K19S,37.49140167,-100.8300018,2908,-5,A,\N,airport,OurAirports
6840,11076,Council Bluffs Municipal Airport,Council Bluffs,United States,CBF,KCBF,41.2592010498,-95.760597229,1253,-5,A,\N,airport,OurAirports
6841,11077,Kokomo Municipal Airport,Kokomo,United States,OKK,KOKK,40.528198242188,-86.05899810791,830,-4,A,\N,airport,OurAirports
6842,11078,Neodesha Municipal Airport,Neodesha,United States,\N,K2K7,37.43539810180664,-95.64610290527344,841,-5,A,\N,airport,OurAirports
6843,11079,King Ranch Airport,Sutton,United States,\N,AK59,61.79560089111328,-148.35499572753906,1350,-8,A,\N,airport,OurAirports
6844,11080,Elkhart Morton County Airport,Elkhart,United States,\N,KEHA,37.000702,-101.879997,3622,-5,A,\N,airport,OurAirports
6845,11081,Front Range Airport,Denver,United States,\N,KFTG,39.785301208496094,-104.54299926757812,5512,-6,A,\N,airport,OurAirports
6846,11082,Galesburg Municipal Airport,Galesburg,United States,GBG,KGBG,40.9379997253,-90.431098938,764,-5,A,\N,airport,OurAirports
6847,11084,Guymon Municipal Airport,Guymon,United States,GUY,KGUY,36.6851005554,-101.508003235,3123,-5,A,\N,airport,OurAirports
6848,11086,Meade Municipal Airport,Meade,United States,\N,KMEJ,37.27690124511719,-100.3560028076172,2529,-5,A,\N,airport,OurAirports
6849,11087,Turkey Mountain Estates Airport,Shell Knob,United States,\N,MO00,36.59170150756836,-93.66690063476562,1000,-5,A,\N,airport,OurAirports
6850,11088,Ulysses Airport,Ulysses,United States,\N,KULS,37.60400009,-101.3740005,3071,-5,A,\N,airport,OurAirports
6851,11089,Flagler Aerial Spraying Inc Airport,Flagler,United States,\N,CO00,39.27999877929688,-103.06700134277344,4945,-6,A,\N,airport,OurAirports
6852,11090,Independence Municipal Airport,Independence,United States,IDP,KIDP,37.1584014893,-95.7783966064,825,-5,A,\N,airport,OurAirports
6853,11091,Augusta Municipal Airport,Augusta,United States,\N,K3AU,37.67160034179688,-97.0779037475586,1328,-5,A,\N,airport,OurAirports
6854,11092,Larned Pawnee County Airport,Larned,United States,\N,KLQR,38.20859909,-99.08599854,2012,-5,A,\N,airport,OurAirports
6855,11093,Lampasas Airport,Lampasas,United States,\N,KLZZ,31.10619926452637,-98.1958999633789,1215,-5,A,\N,airport,OurAirports
6856,11094,Bay City Municipal Airport,Bay City,United States,BBC,KBYY,28.9733009338,-95.8635025024,45,-5,A,\N,airport,OurAirports
6857,11095,Cox Field,Paris,United States,PRX,KPRX,33.636600494385,-95.450798034668,547,-5,A,\N,airport,OurAirports
6858,11096,Coffeyville Municipal Airport,Coffeyville,United States,CFV,KCFV,37.09400177,-95.5718994141,754,-5,A,\N,airport,OurAirports
6859,11097,The Farm Airport,Summit,United States,\N,24SC,33.93579864501953,-81.42970275878906,580,-4,A,\N,airport,OurAirports
6860,11098,Greeleyâ€“Weld County Airport,Greeley,United States,GXY,KGXY,40.4374008179,-104.633003235,4697,-7,A,\N,airport,OurAirports
6861,11099,General Dewitt Spain Airport,Memphis,United States,\N,KM01,35.20069885,-90.05400085,225,-4,A,\N,airport,OurAirports
6862,11100,Oryol Yuzhny Airport,Oakley,United States,OEL,UUOR,52.9347000122,36.002201080300004,656,-5,A,\N,airport,OurAirports
6863,11101,Fremont Municipal Airport,Fremont,United States,FET,KFET,41.44910049,-96.52020264,1204,-5,A,\N,airport,OurAirports
6864,11102,La Grande/Union County Airport,La Grande,United States,LGD,KLGD,45.29019927979999,-118.007003784,2717,-7,A,\N,airport,OurAirports
6865,11103,Olsztyn-Mazury Airport,Szczytno-Szymany,Poland,SZY,EPSY,53.481899,20.9377,463,1,E,\N,airport,OurAirports
6866,11110,Pocono Mountains Municipal Airport,Mount Pocono,United States,MPO,KMPO,41.137503,-75.378897,1915,-5,A,\N,airport,OurAirports
6867,11111,Quakertown Airport,Quakertown,United States,UKT,KUKT,40.435199737549,-75.38189697265601,526,-5,A,\N,airport,OurAirports
6868,11127,Banff Airport,Banff,Canada,YBA,CYBA,51.2073404699,-115.541861057,4583,-7,A,\N,airport,OurAirports
6869,11129,Nordborg Flyveplads,Nordborg,Denmark,\N,EKNB,55.07485,9.753379,0,1,E,\N,airport,OurAirports
6870,11131,Banning Municipal Airport,Banning,United States,BNG,KBNG,33.923099517800004,-116.850997925,2219,-8,A,\N,airport,OurAirports
6871,11132,GieÃŸen-LÃ¼tzellinden Airport,Giessen,Germany,\N,EDFL,50.54388809204102,8.590277671813965,755,1,E,\N,airport,OurAirports
6872,11133,TÃ¶kÃ¶l Airport,Budapest,Hungary,\N,LHTL,47.34529876710001,18.9808006287,318,1,E,\N,airport,OurAirports
6873,11134,Karl Stefan Memorial Airport,Norfolk  Nebraska,United States,OFK,KOFK,41.98550033569301,-97.435096740723,1573,-6,A,\N,airport,OurAirports
6874,11139,Kotido Airport,Kotido,Uganda,\N,HUKO,2.9530000000000003,34.1232,4020,3,N,\N,airport,OurAirports
6875,11140,Kajjansi Airfield,Kampala,Uganda,\N,HUKJ,0.1968,32.55297,3743,3,N,\N,airport,OurAirports
6876,11141,Arlington Municipal Airport,Arlington,United States,\N,KAWO,48.16070175,-122.1589966,142,-8,A,\N,airport,OurAirports
6877,11142,Paracatu Airport,Paracatu,Brazil,\N,SNZR,-17.242599487304688,-46.88309860229492,2359,-3,S,\N,airport,OurAirports
6878,11143,Das Bandeirinhas Airport,Conselheiro Lafaiete,Brazil,\N,SNKF,-20.738585,-43.797444,3478,-3,S,\N,airport,OurAirports
6879,11144,JanaÃºba Airport,Janauba,Brazil,\N,SNAP,-15.732,-43.323102,1732,-3,S,\N,airport,OurAirports
6880,11145,Juscelino Kubitscheck Airport,Teofilo Otoni,Brazil,TFL,SNTO,-17.89229965209961,-41.51359939575195,1572,-3,S,\N,airport,OurAirports
6881,11146,Cristiano Ferreira Varella Airport,Muriae,Brazil,\N,SNBM,-21.126100540161133,-42.39440155029297,886,-3,S,\N,airport,OurAirports
6882,11153,Peter O Knight Airport,Tampa,United States,TPF,KTPF,27.915599822998,-82.44930267334,8,-5,U,\N,airport,OurAirports
6883,11170,Lure Malbouhans Air Base,Malbouhans,France,\N,LFYL,47.7047,6.5458300000000005,1040,1,E,\N,airport,OurAirports
6884,11175,Parati Airport,Paraty,Brazil,\N,SDTK,-23.2243995667,-44.72029876710001,10,-3,S,\N,airport,OurAirports
6885,11176,Umberto Modiano Airport,Buzios,Brazil,BZC,SBBZ,-22.770999908447266,-41.96289825439453,10,-3,S,\N,airport,OurAirports
6886,11177,Angra dos Reis Airport,Angra dos Reis,Brazil,\N,SDAG,-22.97529983520508,-44.30709838867188,10,-3,S,\N,airport,OurAirports
6887,11178,Itaperuna Airport,Itaperuna,Brazil,ITP,SDUN,-21.2192993164,-41.8759002686,410,-3,S,\N,airport,OurAirports
6888,11179,MaricÃ¡ Airport,Marica,Brazil,\N,SDMC,-22.9195,-42.830898,13,-3,S,\N,airport,OurAirports
6889,11180,Resende Airport,Resende,Brazil,REZ,SDRS,-22.4785003662,-44.4803009033,1320,-3,S,\N,airport,OurAirports
6890,11181,Saquarema Airport,Saquarema,Brazil,\N,SDSK,-22.92972183227539,-42.50694274902344,26,-3,S,\N,airport,OurAirports
6891,11182,Drumheller Municipal Airport,Drumheller,Canada,\N,CEG4,51.49639892578125,-112.7490005493164,2597,-7,A,\N,airport,OurAirports
6892,11193,Mwene-Ditu Airport,Mwene-Ditu,Congo (Kinshasa),\N,FZWE,-6.982999801635742,23.08300018310547,3198,1,U,\N,airport,OurAirports
6893,11194,Tunta Airport,Kabinda,Congo (Kinshasa),KBN,FZWT,-6.132999897,24.4829998016,2766,1,U,\N,airport,OurAirports
6894,11195,Ikela Airport,Ikela,Congo (Kinshasa),IKL,FZGV,-1.048109,23.372501,1283,1,U,\N,airport,OurAirports
6895,11198,AripuanÃ£ Airport,Aripuana,Brazil,AIR,SWRP,-10.188278,-59.457273,623,-4,S,\N,airport,OurAirports
6896,11199,Juruena Airport,Juruena,Brazil,JRN,SWJU,-10.305832862854004,-58.48944473266602,525,-4,S,\N,airport,OurAirports
6897,11200,JuÃ­na Airport,Juina,Brazil,JIA,SWJN,-11.419444,-58.701668000000005,1083,-4,S,\N,airport,OurAirports
6898,11201,Vila Rica Airport,Vila Rica,Brazil,VLP,SWVC,-9.979443550109863,-51.1422233581543,892,-4,S,\N,airport,OurAirports
6899,11202,InÃ¡cio LuÃ­s do Nascimento Airport,Juara,Brazil,JUA,SIZX,-11.2966,-57.5495,870,-4,S,\N,airport,OurAirports
6900,11203,CÃ¡ceres Airport,Caceres,Brazil,CCX,SWKC,-16.04360008239746,-57.62990188598633,492,-4,S,\N,airport,OurAirports
6901,11204,Posto Leonardo Vilas Boas Airport,Chapada dos Guimaraes,Brazil,\N,SWPL,-12.19833278656006,-53.38166809082031,1083,-4,S,\N,airport,OurAirports
6902,11205,TangarÃ¡ da Serra Airport,Tangara da Serra,Brazil,TGQ,SWTS,-14.6619997025,-57.4435005188,1460,-4,S,\N,airport,OurAirports
6903,11206,Canarana Airport,Canarana,Brazil,CQA,SWEK,-13.574443817138672,-52.27055740356445,1314,-4,S,\N,airport,OurAirports
6904,11207,Vila Bela da SantÃ­ssima Trindade Airport,Vila Bela da Santissima Trindade ,Brazil,MTG,SWVB,-14.9942,-59.9458,660,-4,S,\N,airport,OurAirports
6905,11208,Bumbar Airport,Bumba,Congo (Kinshasa),BMB,FZFU,2.18278,22.481701,0,1,U,\N,airport,OurAirports
6906,11209,Sobral Airport,Sobral,Brazil,\N,SNOB,-3.67889,-40.336802,210,-3,N,\N,airport,OurAirports
